exhibitionself-exhibitionother,voyeurself-voyeurother,worshipped-worshipping,receivepain-givepain,"""I find scenarios where I eagerly beg ","ME:In general, I prefer when the pers","ME:In general, you find it most eroti",ME:In erotic scenarios involving nonc
-1.0,0.0,1.0,,0.0,,,
,,,,,,,
,,3.0,,-2.0,,,
,,1.0,,0.0,,,
,,,,,0.0,,
,,3.0,,-3.0,,,
-1.0,1.0,-1.0,,-2.0,,,
,,,-1.0,,,,
,,3.0,,-4.0,0.0,,
,,,,,,,
,,,,,,,
0.0,4.0,1.0,,-5.0,,,
,,2.0,,-2.0,,,0.0
,,,1.0,,0.0,0.0,
4.0,0.0,0.0,,-3.0,,0.0,0.0
,,,,,,,
,,3.0,,-5.0,,,0.0
,,-3.0,,1.0,1.0,1.0,
,,-3.0,,-4.0,,,
,,0.0,,-3.0,,,
,,,,,,,
,,2.0,,-3.0,0.0,,
1.0,2.0,,,,,,
,,,,,,,
,,-2.0,2.0,5.0,1.0,,
,,,,,,,
,,,,,,,
,,0.0,0.0,0.0,1.0,1.0,1.0
0.0,0.0,0.0,,-3.0,,,
-1.0,3.0,,,,,,
,,4.0,,-3.0,,,
,,-1.0,,1.0,,,0.0
,,-2.0,,-1.0,,,
,,,,,,,
,,,,,,1.0,1.0
,,-1.0,2.0,2.0,1.0,1.0,1.0
,,,,,,,
,,0.0,-1.0,-1.0,0.0,,
-2.0,1.0,,,,,,
,,-1.0,,-2.0,,,
,,,,,,,
-4.0,1.0,1.0,,-3.0,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,4.0,,-4.0,,,
,,,,,,,
,,1.0,,0.0,1.0,1.0,
-2.0,2.0,-1.0,,-2.0,,,
,,,,,,,
,,,,,,,
,,-2.0,3.0,2.0,,1.0,
,,,,,,,
,,0.0,,-2.0,0.0,,
-1.0,1.0,-1.0,,-3.0,0.0,,
,,,,,,,
,,5.0,,-5.0,,,
0.0,3.0,-3.0,,0.0,1.0,1.0,1.0
,,2.0,,-3.0,,,
,,,,,,,
0.0,-2.0,-1.0,,-1.0,,,
-1.0,1.0,,,,,,
,,0.0,,-1.0,1.0,,
0.0,1.0,,4.0,,1.0,1.0,
,,-2.0,,-1.0,,,
,,-1.0,,-5.0,0.0,,
,,,,,,,
,,,,,,,
,,,,,,,
,,0.0,,-1.0,,,0.0
,,1.0,,-1.0,0.0,,1.0
,,0.0,-1.0,-2.0,0.0,,
,,0.0,,1.0,,,
5.0,0.0,0.0,0.0,0.0,0.0,,1.0
,,,,,,,
,,0.0,,5.0,,,
,,0.0,,-4.0,,,
1.0,0.0,-3.0,,-1.0,0.0,,
-1.0,0.0,0.0,,-1.0,0.0,,
0.0,-3.0,3.0,-5.0,-5.0,0.0,,0.0
,,,,,,,
2.0,-2.0,,,,,,
,,3.0,,-3.0,0.0,,
-4.0,0.0,0.0,,2.0,,,
-1.0,-1.0,3.0,-2.0,-3.0,,,0.0
,,-1.0,,-4.0,0.0,,
,,-2.0,,-1.0,,,
,,,,,,,0.0
-1.0,0.0,1.0,,-3.0,0.0,,
,,0.0,-4.0,-5.0,0.0,,0.0
0.0,1.0,-1.0,-1.0,-1.0,0.0,,0.0
,,-1.0,-1.0,0.0,0.0,,
1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,
,,-2.0,,0.0,,,
,,,2.0,,,,
,,-1.0,,1.0,1.0,,
,,,,,0.0,,
,,,,,,,
,,-1.0,,1.0,1.0,1.0,
-5.0,-1.0,-2.0,2.0,2.0,1.0,,1.0
1.0,4.0,,,,0.0,,
,,,,,,,
,,0.0,,-3.0,,,1.0
,,1.0,,1.0,,,
0.0,-3.0,,,,,,
,,2.0,-2.0,-3.0,,,
,,0.0,,2.0,,,
,,0.0,,-1.0,,,
,,-3.0,,4.0,,,
4.0,-1.0,,,,1.0,,
0.0,-1.0,-1.0,0.0,0.0,0.0,,
,,,,,,,
,,,,,0.0,,
,,,,,,,
0.0,0.0,0.0,0.0,0.0,0.0,,
-3.0,-2.0,-2.0,,2.0,1.0,1.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,1.0
,,0.0,,1.0,,,0.0
0.0,0.0,1.0,,1.0,0.0,0.0,1.0
,,,,,,,
,,1.0,,-4.0,,,0.0
,,2.0,,-1.0,0.0,,
-1.0,0.0,1.0,,-1.0,,,
,,1.0,,-2.0,,,
0.0,1.0,2.0,,-4.0,0.0,,0.0
0.0,0.0,-2.0,,-1.0,,,
0.0,-3.0,-4.0,,-2.0,0.0,0.0,0.0
-3.0,-5.0,-1.0,1.0,-3.0,,0.0,
0.0,-1.0,2.0,,-2.0,0.0,,
0.0,0.0,1.0,,-3.0,,,
,,,,,,,
,,2.0,,0.0,,,
,,,0.0,,,,
,,-3.0,,0.0,,,0.0
,,,,,0.0,0.0,0.0
0.0,1.0,,-5.0,,0.0,,0.0
,,,,,,,
1.0,0.0,2.0,,-3.0,,,0.0
,,0.0,,0.0,1.0,1.0,
,,,,,,,
,,,,,0.0,,
-1.0,2.0,1.0,-3.0,-2.0,0.0,,
-2.0,1.0,,,,,,
2.0,0.0,4.0,,-5.0,,0.0,0.0
,,,,,,,
1.0,0.0,0.0,,0.0,,1.0,
,,,,,,,
,,,,,,,
-3.0,1.0,3.0,,-4.0,0.0,,
,,0.0,,-1.0,0.0,,
,,0.0,,-4.0,0.0,,
,,-1.0,,2.0,1.0,,
,,4.0,,-1.0,,,
0.0,-2.0,3.0,,-4.0,,,
,,2.0,,-1.0,,,
0.0,0.0,2.0,-3.0,1.0,0.0,0.0,
-2.0,1.0,1.0,,-3.0,,,
,,0.0,,0.0,1.0,,
,,-1.0,,-1.0,1.0,,
,,5.0,,0.0,0.0,,
,,,,,,,
-2.0,3.0,0.0,,-5.0,0.0,,1.0
-1.0,0.0,1.0,0.0,-5.0,,,
0.0,2.0,0.0,,-3.0,0.0,,1.0
,,2.0,,-5.0,0.0,,
,,-2.0,0.0,-1.0,1.0,1.0,
-3.0,-2.0,,,,,,
,,4.0,,-3.0,,,
,,3.0,,-1.0,1.0,1.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,0.0,,
-1.0,3.0,0.0,0.0,1.0,0.0,1.0,
,,,,,,,
0.0,2.0,-5.0,,0.0,,,
,,,,,,1.0,1.0
0.0,0.0,-2.0,,-1.0,,,
,,1.0,,-3.0,0.0,0.0,0.0
-3.0,3.0,4.0,-3.0,-5.0,0.0,,0.0
,,-1.0,3.0,1.0,1.0,,1.0
0.0,1.0,-2.0,,0.0,,,0.0
,,1.0,,-2.0,,,
-3.0,1.0,0.0,,-1.0,,1.0,1.0
,,4.0,,0.0,0.0,,0.0
,,,,,,,
,,,,,,1.0,
,,,,,,,
,,3.0,-2.0,-5.0,0.0,0.0,0.0
,,1.0,,-1.0,0.0,,
1.0,3.0,2.0,,-3.0,0.0,,
,,,,,,,
,,-4.0,,-1.0,,,
4.0,-2.0,4.0,,-4.0,0.0,,1.0
,,,,,,1.0,
,,4.0,,-1.0,0.0,,
,,,,,1.0,,
,,-1.0,,4.0,,1.0,
0.0,-1.0,0.0,,-1.0,,,
-1.0,1.0,5.0,,-5.0,,,
,,0.0,,-2.0,0.0,,
,,,,,0.0,,
,,,,,,,
2.0,0.0,1.0,,-2.0,0.0,,
,,4.0,,-4.0,,,
0.0,0.0,1.0,,-1.0,0.0,,
0.0,-1.0,,,,,,1.0
-1.0,0.0,-4.0,5.0,2.0,1.0,1.0,
0.0,3.0,,,,,,
,,,4.0,,1.0,1.0,
0.0,0.0,-4.0,,0.0,0.0,,
,,-2.0,,-2.0,0.0,,
,,1.0,,-2.0,,,
,,,-1.0,,1.0,,
,,,,,,,
-1.0,0.0,,,,1.0,,
,,,,,,,
0.0,1.0,1.0,,-1.0,0.0,0.0,0.0
0.0,2.0,-1.0,,0.0,,,
,,-2.0,,-1.0,,,
,,0.0,,0.0,,,
,,0.0,,-3.0,,,
0.0,-1.0,0.0,,0.0,,,
,,-2.0,1.0,0.0,1.0,,
,,-1.0,1.0,3.0,1.0,,
,,,,,1.0,,
,,3.0,-3.0,-1.0,0.0,,
,,,-5.0,,0.0,0.0,0.0
2.0,2.0,0.0,,-1.0,,,0.0
,,1.0,,-3.0,,,
1.0,0.0,-1.0,,1.0,1.0,,
,,,,,,,
-1.0,-1.0,-1.0,,-1.0,0.0,,0.0
,,0.0,-4.0,-2.0,,,
0.0,0.0,0.0,,-5.0,0.0,,0.0
,,-1.0,,0.0,,,
,,1.0,2.0,0.0,0.0,,0.0
-1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
,,3.0,,-3.0,0.0,,
0.0,-2.0,2.0,,-2.0,0.0,,
,,,,,,,
,,5.0,,-4.0,,,
0.0,0.0,4.0,,-1.0,,,
,,3.0,,-3.0,,,
-2.0,0.0,4.0,0.0,-4.0,0.0,,
,,-2.0,,-4.0,,,
,,0.0,,0.0,,,
,,0.0,,-1.0,,,
,,3.0,,1.0,1.0,,
2.0,0.0,0.0,-5.0,-2.0,0.0,0.0,0.0
,,-2.0,,-3.0,0.0,,
,,,,,,,
,,,,,,,
,,-2.0,,-1.0,1.0,,0.0
0.0,0.0,-5.0,,0.0,,0.0,
,,,,,0.0,,0.0
,,,,,,,
,,,,,,,
0.0,2.0,3.0,-4.0,-1.0,0.0,,
,,,,,,,
,,0.0,,2.0,,,
-5.0,-5.0,5.0,1.0,0.0,0.0,,
,,5.0,-3.0,-5.0,0.0,,
,,0.0,,0.0,0.0,,
,,-2.0,5.0,5.0,1.0,,1.0
,,,,,,,
,,0.0,,-5.0,0.0,,
3.0,0.0,,2.0,,,1.0,1.0
-2.0,0.0,,,,,,
,,,,,,,
,,0.0,,-2.0,,,
,,-1.0,,0.0,,,
,,0.0,,-3.0,,,
0.0,0.0,,,,,1.0,0.0
,,-3.0,,2.0,1.0,,
,,,,,0.0,1.0,
1.0,-1.0,,,,0.0,,
,,0.0,,0.0,,,
,,0.0,,-3.0,,,1.0
3.0,0.0,-3.0,,0.0,,,
,,-1.0,,0.0,,,
,,3.0,,0.0,0.0,,
,,2.0,,-5.0,,,
,,,,,0.0,,
,,,,,0.0,,
,,2.0,,0.0,,,
,,,,,,,
,,1.0,,0.0,,,
0.0,0.0,3.0,,-1.0,,,0.0
,,1.0,,-4.0,,,
,,,,,,,
,,-1.0,,0.0,0.0,,
,,-1.0,1.0,0.0,0.0,,0.0
,,,-2.0,,,,
,,2.0,-4.0,-2.0,,,0.0
0.0,0.0,0.0,,-2.0,1.0,,
0.0,-2.0,0.0,,0.0,,,
0.0,0.0,2.0,,2.0,,,0.0
,,,,,,,
0.0,1.0,,,,0.0,,0.0
,,,,,,,
,,1.0,,0.0,,,
,,,,,0.0,,
-3.0,2.0,3.0,,0.0,,,
,,,,,,,
-4.0,0.0,3.0,3.0,5.0,1.0,1.0,1.0
,,0.0,,-1.0,,0.0,
,,1.0,,-3.0,,,
,,2.0,,0.0,1.0,1.0,1.0
,,1.0,,-2.0,,,
3.0,-2.0,,,,,,
1.0,-3.0,-3.0,,-2.0,1.0,,
,,-1.0,,3.0,1.0,1.0,
-1.0,0.0,,,,,,
,,1.0,,-3.0,,,
,,2.0,,4.0,0.0,,
,,-1.0,,1.0,,,
,,-1.0,2.0,2.0,0.0,,
,,,,,,,
,,,,,,,
,,-3.0,,3.0,1.0,1.0,
,,1.0,,-1.0,1.0,,
,,,,,,,
-3.0,-2.0,0.0,0.0,-3.0,0.0,0.0,0.0
,,-2.0,2.0,0.0,0.0,,
0.0,0.0,,,,,0.0,0.0
,,,,,,,
,,-1.0,,0.0,1.0,,
,,-5.0,,0.0,1.0,,
,,,,,0.0,0.0,
,,-5.0,4.0,-2.0,1.0,1.0,1.0
,,0.0,0.0,0.0,0.0,1.0,
,,3.0,,-3.0,,,
-1.0,0.0,2.0,,1.0,,,
,,,,,,,
0.0,3.0,-2.0,,-2.0,,1.0,
,,,,,,,
,,,,,,,
,,-2.0,,0.0,,,
,,,,,,,
,,,,,,,
3.0,3.0,-4.0,4.0,4.0,1.0,1.0,
2.0,-1.0,0.0,,0.0,0.0,,
-1.0,-1.0,,,,,,
,,,,,,,
0.0,3.0,,,,0.0,,0.0
,,0.0,,-2.0,,,
,,0.0,,-3.0,0.0,,0.0
,,0.0,,-4.0,,,
,,,,,,,
4.0,0.0,-1.0,,-4.0,,,
,,,,,,,
,,-2.0,,0.0,1.0,,1.0
3.0,0.0,1.0,,0.0,1.0,,
,,,,,,,
,,,,,,,
0.0,1.0,2.0,,-5.0,0.0,,
,,0.0,,-1.0,,,
,,,,,,,
,,0.0,,-1.0,,,
,,1.0,,-4.0,,,
,,-2.0,,0.0,0.0,,
,,1.0,,2.0,0.0,,
-3.0,2.0,-1.0,,-3.0,0.0,,1.0
,,,,,,,
,,-1.0,,-1.0,1.0,,
-4.0,-2.0,1.0,1.0,4.0,1.0,1.0,1.0
0.0,2.0,0.0,,0.0,0.0,0.0,0.0
,,,,,0.0,1.0,0.0
,,-4.0,5.0,5.0,1.0,1.0,
,,-1.0,,-1.0,1.0,,
,,-2.0,,-2.0,,,
-1.0,0.0,4.0,-2.0,0.0,0.0,0.0,
,,0.0,,-1.0,,1.0,1.0
,,2.0,,-2.0,0.0,,0.0
4.0,0.0,,,,,,
1.0,-1.0,-2.0,0.0,1.0,0.0,,
,,,,,,,
,,0.0,,-4.0,0.0,,
,,,,,,,
,,,,,,,
,,2.0,,-4.0,,,
,,,,,,,
,,,,,0.0,,
,,2.0,,1.0,,,
,,,,,,,
,,,,,0.0,,
,,,,,1.0,,
,,2.0,,1.0,,,
,,1.0,,-2.0,,,
,,-1.0,,0.0,1.0,1.0,
0.0,0.0,0.0,3.0,0.0,1.0,,
,,0.0,,0.0,,,
5.0,-1.0,,0.0,,,,
,,2.0,,0.0,,,0.0
,,-1.0,,-1.0,1.0,,
,,0.0,,-1.0,,,
,,-5.0,0.0,0.0,,1.0,1.0
2.0,-1.0,,,,,1.0,1.0
,,1.0,,-2.0,,,
,,,,,,,
,,1.0,-3.0,-2.0,0.0,,
,,-2.0,,1.0,,,
0.0,0.0,0.0,,-1.0,,1.0,
,,,,,,,
-3.0,0.0,,,,0.0,0.0,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,0.0
0.0,2.0,,,,,,
,,,,,,,
,,0.0,,-2.0,0.0,,
,,,,,,,
1.0,0.0,2.0,,-3.0,0.0,0.0,0.0
,,,,,,,
,,,,,,,0.0
,,2.0,,2.0,,,
1.0,0.0,0.0,,-1.0,0.0,,0.0
,,-1.0,,-2.0,,,
0.0,0.0,4.0,,-4.0,0.0,0.0,
,,1.0,,0.0,0.0,,
0.0,0.0,-4.0,-3.0,0.0,0.0,1.0,0.0
,,0.0,,-1.0,,,
-3.0,4.0,,,,1.0,,
,,4.0,,-1.0,,,
,,-1.0,,1.0,1.0,,1.0
,,,,,,,
,,-4.0,,0.0,,,0.0
,,-1.0,,3.0,,,
,,,,,,,
,,-1.0,,-1.0,,,
,,,,,,,
-3.0,0.0,-4.0,5.0,4.0,,1.0,
,,4.0,-3.0,-4.0,0.0,,
0.0,-1.0,0.0,,0.0,,,1.0
0.0,1.0,-2.0,,0.0,0.0,,1.0
-1.0,1.0,2.0,,-3.0,,,
,,0.0,0.0,-5.0,1.0,,0.0
,,,,,,,
-3.0,1.0,-1.0,,-1.0,,,
0.0,0.0,0.0,,-2.0,,,
,,4.0,,-3.0,,0.0,0.0
,,,,,,,
,,,,,,,
,,0.0,,0.0,,,
0.0,0.0,3.0,,-3.0,0.0,,0.0
0.0,-2.0,2.0,-4.0,-2.0,0.0,0.0,0.0
,,,,,1.0,,
,,,,,,,
-2.0,3.0,,,,,,
,,0.0,,0.0,,,
,,3.0,,-3.0,0.0,,
,,2.0,0.0,-4.0,,,
,,2.0,,-1.0,,,
-3.0,1.0,-1.0,,5.0,,,
,,,,,,,
,,,,,,1.0,
-2.0,-1.0,-2.0,,-3.0,,,
0.0,0.0,0.0,,-1.0,0.0,,0.0
-1.0,-4.0,-1.0,-1.0,-1.0,,,
0.0,0.0,1.0,,-2.0,,,
1.0,1.0,0.0,,-3.0,0.0,0.0,0.0
,,2.0,,-3.0,,,0.0
-4.0,2.0,,,,,,
,,1.0,,0.0,,,
,,,,,0.0,,
,,0.0,,-3.0,,,
-5.0,-3.0,0.0,,-4.0,,0.0,0.0
3.0,0.0,2.0,,-4.0,,,
,,1.0,,-2.0,,,
,,,,,,,
,,,,,,,
-1.0,0.0,1.0,-1.0,-2.0,0.0,0.0,1.0
,,-1.0,,0.0,,,
,,,,,,,
,,,,,,,
-3.0,-4.0,-1.0,,0.0,,,1.0
,,0.0,,-2.0,0.0,,
-2.0,1.0,,,,,,
,,-1.0,5.0,-2.0,0.0,,
,,5.0,,-5.0,0.0,,0.0
,,0.0,,-4.0,,,
,,-1.0,,-1.0,,,
0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0
,,-2.0,,-1.0,,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,,-1.0,,,1.0,0.0
0.0,0.0,-1.0,,0.0,1.0,,
0.0,1.0,2.0,,-2.0,0.0,0.0,
-1.0,-1.0,,,,0.0,,
,,,,,,,
,,,,,,,
,,,,,,,
0.0,0.0,,,,0.0,,0.0
,,,,,,,
-4.0,0.0,3.0,,-3.0,,,
0.0,1.0,-1.0,,-1.0,,1.0,
-1.0,0.0,1.0,,-2.0,,,
,,-2.0,,2.0,0.0,0.0,0.0
-1.0,2.0,0.0,,-1.0,1.0,,1.0
3.0,0.0,4.0,,-3.0,,,
,,3.0,,-5.0,,,
-1.0,1.0,4.0,,0.0,,1.0,
,,-4.0,,0.0,1.0,1.0,1.0
,,,,,,,
,,2.0,,3.0,,1.0,
,,,2.0,,1.0,0.0,1.0
,,,,,,,
,,0.0,,-1.0,,,
,,,,,1.0,,
-4.0,-4.0,4.0,-3.0,-3.0,0.0,0.0,0.0
,,4.0,,-3.0,,,
2.0,0.0,,,,0.0,,0.0
,,-1.0,,3.0,,,
-2.0,3.0,-5.0,,2.0,1.0,,1.0
,,,,,,,
,,-1.0,1.0,-1.0,0.0,0.0,0.0
,,,,,,,
,,,,,,,
-4.0,-4.0,-5.0,4.0,3.0,1.0,1.0,1.0
,,-2.0,,1.0,,,
-1.0,0.0,,,,1.0,,
0.0,0.0,-3.0,1.0,3.0,1.0,1.0,1.0
,,0.0,,0.0,0.0,0.0,0.0
,,,,,0.0,,
,,-2.0,,-3.0,,,
,,-2.0,,-4.0,,,
,,,,,,,
4.0,-1.0,-2.0,,-2.0,0.0,,0.0
,,-4.0,,0.0,,0.0,
,,1.0,,-2.0,,,
,,0.0,,0.0,,,1.0
,,2.0,,-3.0,,,
-3.0,2.0,,,,,,
,,,,,0.0,,
,,0.0,,0.0,,,
0.0,0.0,,,,,,
,,1.0,2.0,0.0,0.0,,
,,,,,,,
1.0,0.0,,,,,,
0.0,3.0,0.0,,0.0,,1.0,0.0
,,-3.0,-1.0,-4.0,,0.0,
1.0,0.0,,,,,,
,,,,,,,
,,0.0,,0.0,1.0,,
,,-2.0,-2.0,-3.0,0.0,,
0.0,0.0,-3.0,,0.0,,1.0,
,,-2.0,,-2.0,0.0,,
-1.0,1.0,-1.0,,-1.0,0.0,0.0,0.0
,,2.0,,-2.0,,,0.0
1.0,-2.0,1.0,-2.0,-3.0,0.0,,0.0
,,1.0,,-1.0,,,
,,2.0,,-3.0,,,
-1.0,2.0,3.0,-1.0,-1.0,0.0,,
,,,,,,,
,,,,,,,
,,,,,,,
-2.0,-4.0,2.0,,0.0,,,
0.0,2.0,5.0,-2.0,-4.0,0.0,,0.0
,,3.0,,0.0,,,0.0
-2.0,0.0,3.0,-1.0,-5.0,0.0,,
,,1.0,,3.0,,,
,,,,,,,
,,3.0,,-2.0,,,
,,2.0,,-1.0,,,
,,0.0,,-1.0,,,
,,2.0,,-4.0,,,
,,0.0,,-2.0,,,
-4.0,0.0,0.0,-1.0,0.0,0.0,,
,,,,,,,
,,0.0,,-1.0,,,
1.0,0.0,,,,,,
5.0,-1.0,,,,1.0,,
,,0.0,-4.0,-2.0,0.0,0.0,0.0
,,,,,,,
,,,,,1.0,1.0,1.0
,,,,,,,
,,,,,,,
,,0.0,-5.0,-5.0,0.0,0.0,
,,,,,,,
,,1.0,,0.0,,,
,,,,,,,
,,,,,0.0,0.0,0.0
,,,,,,,
,,0.0,-2.0,-3.0,0.0,,
0.0,-3.0,1.0,,-3.0,0.0,0.0,0.0
,,,,,0.0,,
,,,,,,,
,,,,,,,
,,1.0,,-2.0,,,
,,,,,,,
,,0.0,,0.0,,,
0.0,4.0,4.0,,-4.0,0.0,,
,,2.0,,-3.0,0.0,0.0,1.0
-1.0,0.0,-1.0,,-1.0,1.0,1.0,
,,0.0,1.0,-4.0,0.0,,
-1.0,0.0,2.0,-5.0,-5.0,0.0,0.0,0.0
-3.0,2.0,2.0,,-3.0,,,1.0
,,,,,0.0,,
,,,,,,,
-2.0,-2.0,-3.0,5.0,5.0,1.0,1.0,
,,2.0,-4.0,-3.0,,,
1.0,1.0,0.0,,0.0,0.0,0.0,1.0
,,1.0,,-4.0,,,
,,,,,,,
,,1.0,,-4.0,0.0,,
0.0,0.0,3.0,,-2.0,0.0,,0.0
-1.0,0.0,2.0,,-2.0,,0.0,
,,2.0,-1.0,-5.0,0.0,,
,,,,,,,
3.0,-5.0,5.0,-5.0,-5.0,0.0,,0.0
,,-3.0,,4.0,,1.0,
,,0.0,,-3.0,,,0.0
-3.0,3.0,0.0,,0.0,0.0,1.0,0.0
,,-2.0,,2.0,1.0,,1.0
-3.0,1.0,-1.0,,-4.0,,,
,,-1.0,,-2.0,,,
,,,-3.0,,,,
,,2.0,,-2.0,0.0,,
,,1.0,,-1.0,,,
-2.0,1.0,0.0,,1.0,,,1.0
,,,,,,,
,,0.0,,-3.0,,,
,,0.0,,0.0,,,
,,0.0,,1.0,,,
-1.0,0.0,-4.0,3.0,3.0,,1.0,
,,3.0,,-3.0,,,0.0
-1.0,1.0,1.0,,2.0,,1.0,0.0
2.0,0.0,-2.0,,-3.0,,,
0.0,0.0,,,,,,1.0
2.0,-1.0,-1.0,2.0,0.0,1.0,1.0,
,,,,,,,
,,-2.0,,0.0,,,
,,2.0,,0.0,0.0,,
,,-1.0,,-1.0,1.0,,0.0
0.0,1.0,,2.0,,1.0,,
,,4.0,,-3.0,,,
0.0,0.0,4.0,-3.0,-4.0,0.0,0.0,0.0
,,,,,1.0,,1.0
1.0,1.0,4.0,,-4.0,,,
,,-2.0,,-2.0,,,
1.0,1.0,-1.0,,-1.0,0.0,,0.0
-1.0,-1.0,1.0,,3.0,,,
-4.0,-2.0,4.0,,-4.0,0.0,,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
,,,,,1.0,1.0,
,,,,,,,
,,,,,,,
,,0.0,2.0,-1.0,,0.0,
-2.0,0.0,3.0,,-5.0,,,0.0
-2.0,0.0,0.0,,0.0,,,
0.0,2.0,0.0,-5.0,-1.0,0.0,0.0,0.0
,,,,,,,
,,0.0,-1.0,-1.0,0.0,,
,,0.0,,-3.0,,,
-5.0,0.0,3.0,,3.0,,,0.0
,,-1.0,,-1.0,,,
0.0,0.0,-3.0,,0.0,0.0,,
,,5.0,-5.0,-5.0,0.0,,
4.0,0.0,3.0,,-4.0,,,0.0
-2.0,1.0,,,,,,
-1.0,1.0,-1.0,,-2.0,0.0,,0.0
,,,,,,,
0.0,-1.0,2.0,,1.0,,,
0.0,-1.0,2.0,-3.0,2.0,,1.0,0.0
,,-1.0,-1.0,0.0,0.0,,0.0
,,,,,0.0,,
,,-3.0,,-3.0,,,
-2.0,1.0,,,,,,
,,1.0,1.0,0.0,1.0,,
,,3.0,,-1.0,,,
0.0,1.0,2.0,,0.0,,,
,,0.0,,-1.0,,,
,,1.0,,-1.0,,,
1.0,0.0,1.0,,-2.0,,,
,,-2.0,,3.0,,,
,,1.0,-2.0,1.0,1.0,,
,,3.0,,-4.0,0.0,0.0,0.0
,,-2.0,,2.0,,1.0,
4.0,0.0,4.0,,-1.0,0.0,,
,,,,,,,
,,-1.0,,-2.0,,,
,,,,,1.0,,1.0
0.0,0.0,2.0,-2.0,-4.0,0.0,,
,,0.0,,-1.0,,,
,,2.0,,-2.0,,,
,,1.0,,-1.0,0.0,,
-1.0,-3.0,0.0,,1.0,0.0,,0.0
0.0,5.0,-3.0,-1.0,-1.0,,,
0.0,1.0,-1.0,,-2.0,,,
-2.0,4.0,0.0,,0.0,1.0,,0.0
,,2.0,,0.0,,,
-1.0,1.0,0.0,,-2.0,0.0,,
,,-3.0,3.0,-2.0,,,
,,1.0,,0.0,,,
,,,,,,,
,,2.0,,-3.0,0.0,,
0.0,0.0,2.0,,-2.0,,,0.0
-2.0,0.0,,,,,,
0.0,2.0,,,,,,
2.0,0.0,4.0,,-2.0,,,0.0
,,,,,,,
0.0,-4.0,5.0,,-5.0,0.0,,
,,0.0,,5.0,0.0,,1.0
,,,,,,,
0.0,0.0,1.0,1.0,-2.0,0.0,,
,,1.0,,-1.0,,,
,,-1.0,,0.0,1.0,1.0,1.0
1.0,0.0,,-1.0,,0.0,,1.0
,,5.0,,-5.0,0.0,,
-1.0,0.0,1.0,,-2.0,1.0,,
,,,,,,,
0.0,0.0,,,,0.0,,
,,2.0,,-3.0,,,
,,-1.0,,1.0,1.0,1.0,
0.0,0.0,-1.0,,-1.0,,,
,,,,,,,
,,,,,,,
,,3.0,,1.0,0.0,,
,,,,,,,
,,1.0,,-2.0,,,
2.0,3.0,-3.0,0.0,4.0,1.0,1.0,1.0
,,1.0,,-1.0,,,
0.0,0.0,0.0,,0.0,,,0.0
,,-2.0,,1.0,,,
,,-3.0,,-3.0,,,
0.0,1.0,,,,,,
0.0,-1.0,1.0,,0.0,,,1.0
,,0.0,,0.0,,,
,,-1.0,,-4.0,0.0,,
3.0,-2.0,-1.0,,3.0,,,0.0
,,,,,,,0.0
0.0,-1.0,-2.0,2.0,0.0,1.0,,
,,,,,,,
,,-1.0,,1.0,,,
,,0.0,,-1.0,,,
,,-5.0,,4.0,1.0,1.0,
,,0.0,,-1.0,,,
5.0,-5.0,0.0,-1.0,0.0,0.0,0.0,
0.0,0.0,-2.0,,0.0,,,0.0
0.0,0.0,1.0,,-4.0,0.0,1.0,0.0
1.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0
,,,,,,,
-2.0,1.0,0.0,-2.0,-2.0,1.0,1.0,
,,,,,,,
,,-1.0,2.0,0.0,0.0,,0.0
,,-3.0,,0.0,0.0,1.0,
,,,,,,,
-1.0,0.0,3.0,,-2.0,0.0,,0.0
,,,,,,,
-3.0,0.0,2.0,,-3.0,,,
0.0,0.0,,,,0.0,,
,,,,,,,
,,-3.0,,0.0,0.0,,0.0
,,0.0,,-1.0,,,
3.0,0.0,2.0,-4.0,0.0,0.0,,0.0
,,1.0,,-2.0,,,
1.0,0.0,1.0,,-1.0,0.0,,0.0
,,0.0,,0.0,,,
,,0.0,,1.0,,,
,,,,,,,
-1.0,0.0,,,,,,
-3.0,-2.0,,,,,1.0,
,,,,,,,
,,4.0,-2.0,-3.0,,,0.0
,,0.0,,3.0,0.0,,
,,4.0,,-5.0,0.0,,0.0
-1.0,2.0,,,,,,
0.0,0.0,1.0,0.0,-2.0,,,
,,-2.0,,3.0,,,0.0
,,0.0,,0.0,,,
,,3.0,,-1.0,,,
,,,,,,,
0.0,-2.0,-1.0,,-3.0,,,
,,,,,1.0,,
-1.0,-5.0,,,,,0.0,0.0
,,2.0,-1.0,-2.0,,,
,,1.0,,-4.0,,,
,,,,,,,
,,,,,,,
-1.0,0.0,,,,,,
,,,,,,,
,,1.0,,0.0,,,
,,,,,,,
